# Starting date:             2015-06-04 20:40:43
# Cluster job name:          fribourg.r.goal
# Cluster job ID:            9183489
# Cluster node:              hnode30
# Cluster queue:             mpi.q
# GOAL command:              complement -m fribourg -r
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
id,states,timeout,memout,cpu_time,real_time,dt,da,file
275,507,N,N,3.931,2.206,1.0,0.3,s15_t1.0_a0.3_075.gff
276,33,N,N,2.567,1.381,1.0,0.3,s15_t1.0_a0.3_076.gff
277,1165,N,N,6.354,3.100,1.0,0.3,s15_t1.0_a0.3_077.gff
278,281,N,N,3.509,1.986,1.0,0.3,s15_t1.0_a0.3_078.gff
279,274,N,N,3.374,1.814,1.0,0.3,s15_t1.0_a0.3_079.gff
280,97,N,N,3.247,1.760,1.0,0.3,s15_t1.0_a0.3_080.gff
281,75,N,N,2.690,1.487,1.0,0.3,s15_t1.0_a0.3_081.gff
282,166,N,N,2.937,1.597,1.0,0.3,s15_t1.0_a0.3_082.gff
283,650,N,N,5.781,2.826,1.0,0.3,s15_t1.0_a0.3_083.gff
284,32,N,N,2.541,1.358,1.0,0.3,s15_t1.0_a0.3_084.gff
285,172,N,N,3.107,1.667,1.0,0.3,s15_t1.0_a0.3_085.gff
286,58,N,N,2.641,1.444,1.0,0.3,s15_t1.0_a0.3_086.gff
287,22,N,N,2.455,1.328,1.0,0.3,s15_t1.0_a0.3_087.gff
288,35,N,N,2.557,1.380,1.0,0.3,s15_t1.0_a0.3_088.gff
289,29,N,N,2.557,1.383,1.0,0.3,s15_t1.0_a0.3_089.gff
290,60,N,N,3.105,1.649,1.0,0.3,s15_t1.0_a0.3_090.gff
291,16,N,N,2.514,1.341,1.0,0.3,s15_t1.0_a0.3_091.gff
292,269,N,N,3.348,1.799,1.0,0.3,s15_t1.0_a0.3_092.gff
293,886,N,N,7.353,4.379,1.0,0.3,s15_t1.0_a0.3_093.gff
294,79,N,N,2.819,1.526,1.0,0.3,s15_t1.0_a0.3_094.gff
295,311,N,N,3.529,1.931,1.0,0.3,s15_t1.0_a0.3_095.gff
